wage,educ,whitecollar
104.71115012861492,1,1
35.90040579333663,1,1
96.41653178708691,1,1
52.2363234204571,0,0
24.77389470859896,0,0
20.275995706775802,1,0
59.01914100954741,1,0
101.56298337032194,0,0
131.45586344103015,0,0
68.00526645755917,0,0
10.353829664284717,0,0
17.216238435733885,0,0
112.03229806883519,1,1
62.529750126026556,1,1
205.62806910962206,1,1
42.049558381163365,0,0
9.867381903300384,1,0
57.86488290619707,1,1
29.940639962131854,1,0
61.77004459296256,1,1
58.14683694298947,1,1
82.41650646207097,0,0
13.601205037090153,1,1
144.78906677315115,1,1
9.909345213838833,1,0
25.30513227828601,1,1
46.262335196769186,1,1
29.78594855659719,1,1
112.61242503875599,1,1
90.67226983111311,0,0
28.694059259090523,0,0
132.18909471958762,1,0
75.72516209803211,1,1
61.686344915395466,1,0
144.91252496929508,1,1
23.583682132577792,0,0
19.348680878842174,1,1
20.589568122982428,1,0
34.906959220668455,1,1
13.462568432563671,0,0
31.61251743719731,0,0
94.21167523635131,1,1
19.62970887487984,0,0
26.386077387146543,0,0
111.04654735605357,0,0
97.55101517293326,1,0
16.368619394243638,1,1
92.57723187107547,0,0
74.13849228531558,1,0
108.08386615951622,1,1
61.947715527495234,1,1
48.68765198330618,0,0
111.84318097604387,1,0
67.2285138844702,1,1
112.91576151134939,1,0
3.3787255846747257,0,0
33.95853023099653,1,1
62.67842594483011,1,1
72.32626909137127,1,1
204.71922145263943,0,0
5.7189479255636115,1,0
42.36956477246645,1,0
115.79750602695276,0,0
135.68565406258597,0,0
1.5904997180323335,1,0
9.846334361442246,0,0
65.4824197312762,0,0
99.84481482711715,0,0
20.401615603331038,1,1
152.08936066496813,1,1
34.57449596692152,0,0
71.63065297895878,1,0
67.94423620370526,1,1
44.5766294031788,0,0
3.3544334380117107,1,1
53.867569237607086,1,0
15.923260470183891,1,1
28.119032219453402,0,0
139.14475928605077,1,0
71.45898694031348,1,1
55.46392969235205,0,0
23.493304582446285,0,0
44.34235045664366,0,0
48.17682314838589,1,1
70.09817443158556,0,0
32.41415632974736,1,1
53.29105979084102,0,0
6.714431939487781,1,1
85.47465078822893,0,0
7.11033382656376,0,0
39.64770898220422,0,0
15.264354826637373,0,0
19.35840182738025,1,0
62.19646856496547,0,0
46.295611103778356,1,0
9.032222257493459,0,0
90.98930407667467,1,0
99.49850818969139,1,0
100.40652395351265,0,0
8.016671356987558,0,0
11.273887356007435,1,1
8.216412103365315,0,0
105.72420991657259,1,1
48.97044595987916,1,0
145.7488479430582,1,0
192.40818781276698,0,0
11.516431383289842,0,0
68.51791891068831,0,0
113.40502671120146,0,0
21.454547628561272,0,0
17.05597035662106,1,0
40.18798328034529,0,0
28.678329638070977,1,0
15.495550573657852,0,0
35.51666192022299,0,0
56.68617474053883,0,0
127.28298146841394,0,0
61.53519905442249,0,0
126.79122494673197,1,0
107.48415599180703,0,0
48.673292656233,1,1
18.805024818178936,0,0
4.682410146452753,1,1
83.20214833738919,1,1
45.822734530929665,1,1
71.240941610763,1,1
82.80976627869336,1,0
228.18916218336722,0,0
83.04046404456938,1,1
43.31583130938418,0,0
61.58665899761684,1,1
60.63019379010859,0,0
65.26822019793201,1,1
99.79397215296501,1,1
3.3434172183665396,0,0
31.43857821235008,1,1
51.71692965293789,1,1
63.721117767798205,1,0
103.13506630635061,1,1
8.161824743167926,1,0
57.317322514131206,1,0
77.89175870600081,0,0
30.45430669860275,1,1
39.61330548364424,0,0
21.96031457490676,0,0
26.117311547588542,1,1
54.51747105580023,1,1
21.59322011632605,0,0
38.816248880631065,1,1
48.72109196896179,0,0
73.99756073207891,1,0
14.89932976528803,1,0
48.153310833971204,0,0
106.96358029743453,1,0
122.93235645216737,1,1
27.935127484364898,0,0
42.52865892712293,0,0
104.80777674873843,1,1
53.31870308525515,1,1
4.024742993768655,0,0
60.29565898436772,1,0
8.751423060028856,0,0
34.7270786720112,1,0
36.30287735087518,0,0
122.02020495407862,0,0
91.48129917132337,0,0
40.183831636278114,0,0
6.740523067591084,0,0
46.96657518513996,1,1
47.073979131998385,1,0
11.135033409178277,0,0
32.507905872100196,1,1
26.15992336888894,1,0
3.6857283336306637,1,1
148.49572408787196,1,1
156.05751010598874,1,1
26.971330120586913,0,0
59.3277134147221,1,1
35.48851096466069,1,0
120.55261782217042,0,0
72.42845833999888,0,0
13.478741824406029,1,1
47.748731984367396,1,1
132.1875699371111,1,1
43.002025164010206,0,0
45.314960012375764,0,0
59.65625214936699,1,0
46.50952303231975,0,0
31.834285019643744,1,1
87.40501372187055,0,0
66.95977576722828,0,0
23.624671880500614,0,0
6.616442645998404,0,0
138.01868104813036,1,0
4.408720423670047,0,0
51.23129819002327,1,1
22.17202999602557,0,0
29.886241329617746,0,0
37.678660682016925,1,1
107.30613349852194,0,0
14.877532727855169,0,0
167.96389066720042,1,1
84.43952417823175,0,0
113.02670025881923,0,0
22.057816230590788,0,0
61.46074677285446,0,0
1.924467677814846,1,0
97.63985204559776,1,0
14.2103740018714,1,1
195.29982469859806,0,0
36.26997840167553,1,1
12.443042439827082,0,0
2.6235700193751654,0,0
96.25255156119022,0,0
166.61222441493703,1,1
62.17170236139748,0,0
137.52958551474774,1,1
88.18899352192511,0,0
94.69721254474405,1,1
27.789759574028494,0,0
11.024942920107037,0,0
232.48105782728794,1,1
69.23821493632215,0,0
51.576724878803134,0,0
2.9026729594414746,1,0
61.685075510145566,0,0
88.14951967039383,1,1
9.49746077675195,1,0
71.78537112305673,1,1
11.013483612119785,1,1
41.61348615365182,0,0
3.757023348633311,1,1
67.19076375673751,1,1
140.39729827006693,1,0
41.20978566724227,0,0
78.97874240050714,1,1
118.33534851314312,0,0
42.666770469438575,0,0
117.65293586443397,0,0
46.46309007790819,1,1
70.01758031891188,1,0
51.6641793516776,1,1
87.61568108045697,0,0
77.46489199018629,1,1
77.15950670887821,1,0
25.04406366866499,0,0
45.92626558553036,1,0
100.66178282831663,1,1
49.026682203418886,0,0
10.585415160141338,1,0
119.70242916607526,1,1
125.8338560452977,1,1
77.9424198249302,1,1
63.969665281326456,0,0
202.59163280993482,0,0
15.731785626512305,1,1
49.120225941220156,1,0
102.95644374246262,1,1
48.05239692738735,0,0
31.770738075829286,0,0
12.24905405308084,1,0
1.0631270871753031,1,1
121.80843172792561,1,0
51.25906161966145,1,1
18.310180346349966,0,0
8.162078331068528,1,1
64.12091424490438,1,1
37.887908011265495,0,0
4.740377010583529,1,1
66.16485126369912,0,0
72.66140549942827,1,0
62.57367030066018,1,0
46.56307459648292,0,0
59.838536791238084,1,1
120.99918335274549,0,0
59.63181852460377,0,0
11.628709224044655,0,0
43.10578658162558,0,0
68.25412111066669,0,0
100.95570253176606,0,0
33.301775911850655,0,0
56.7659412990663,0,0
150.53130490723925,0,0
21.389956701629785,0,0
42.901131099212535,1,1
11.447409057868526,0,0
7.538729928926841,0,0
6.389444865629798,1,0
12.612872096875094,0,0
31.11159468276071,0,0
37.33785565610549,1,0
10.445905077597104,0,0
16.70663053284011,1,1
67.02024086507333,1,0
48.34532116343087,0,0
31.06400959996961,0,0
27.927960874976748,0,0
65.05785253521867,0,0
3.5455953613019346,1,1
183.65728380770497,0,0
26.153891355992414,0,0
0.7744971916637269,0,0
79.32156273526459,0,0
51.65893517801919,0,0
57.3054581511891,0,0
52.220332183166306,0,0
3.7020757767336363,1,0
140.71383611654778,0,0
28.285032843827707,0,0
63.53749816627089,1,1
102.90428729008624,1,1
24.19012369385962,0,0
2.558067897270462,0,0
17.848195479824312,0,0
59.2492407557927,1,1
195.7903074480297,0,0
110.27558467279448,0,0
111.1692088745815,1,1
113.18036656158074,1,0
14.916837851630476,1,1
91.19263813123996,1,0
10.236157367276746,1,1
15.555325544114794,0,0
164.6591427062757,0,0
18.187800852503642,0,0
120.02639011479789,1,0
33.154233936836135,0,0
48.983467625932576,0,0
63.044961213809756,1,1
42.32575236828279,0,0
43.62211085902436,1,1
41.34944032814337,0,0
84.74603192972688,1,0
90.27035035708104,0,0
59.23425806181751,0,0
94.21916722907383,1,0
45.42619728386387,0,0
98.63005330768658,0,0
6.604029533507628,0,0
96.64262728787139,0,0
46.81777257389024,1,1
35.39629891132779,1,1
24.33924402146863,1,0
226.27297223372614,0,0
174.67606729327167,0,0
11.149278671872821,0,0
51.054020924703536,1,1
68.92580293142635,1,1
3.0012729623480254,1,0
0.9068247290839508,0,0
4.929433587500739,0,0
18.756656957838004,1,0
23.678427100062777,0,0
46.92620525270809,1,0
34.76879877218596,1,1
44.299246309033606,0,0
84.48481842577485,1,1
0.5683969343293711,1,1
131.12227229514292,0,0
15.775606822729173,1,0
108.86378185200715,1,1
32.53725317992439,1,0
149.50344803068958,1,0
144.67481058882208,1,1
40.2228846413924,1,0
82.58926429103826,0,0
89.78410192859292,0,0
116.35248329651574,0,0
52.13334769973403,0,0
60.04984972347347,0,0
45.75867288318693,0,0
110.41570073246942,0,0
78.6500411380124,1,0
43.370939266995606,0,0
28.237741336905742,1,0
139.71622683423152,1,1
15.435722929735789,0,0
15.73154761927492,1,0
132.17165587963473,0,0
7.605835798629528,1,1
124.28640094058528,0,0
34.10869733362722,0,0
81.28933687488154,0,0
24.08834327201214,1,1
125.53600778624241,0,0
46.71529005777404,1,0
34.7143854927109,1,0
6.464805946375691,0,0
4.119839907917026,1,0
60.287754522351406,0,0
60.56412101343017,0,0
28.94885833143769,0,0
21.07156812040273,1,0
105.59422360078338,1,0
11.470360456346611,1,1
79.06621297981144,1,1
7.589954175799562,1,1
112.65755310727559,1,0
48.31462365375137,0,0
32.21908931088035,0,0
62.774311167476185,1,1
63.37050520455364,0,0
88.09691519427622,1,0
72.36083222018885,1,1
135.85678900315963,1,1
49.993296759091095,0,0
56.0390989949193,0,0
65.20653010201272,1,0
17.186990496572662,0,0
126.66300469580801,1,0
83.65328395837264,0,0
47.578716603455746,0,0
1.1149056516543396,0,0
24.59156396230685,1,1
97.35658262121774,1,0
181.56603103276404,0,0
116.83073000596357,0,0
114.60665112059246,1,1
75.83365995923282,0,0
79.60167831412161,0,0
24.401750108517604,0,0
15.565847829531094,0,0
162.7867787909155,1,0
74.98066272358494,0,0
13.725184667538542,0,0
16.248031638167845,0,0
73.61985028037952,1,1
41.14825115486701,0,0
143.22709992030082,1,1
22.633375188131026,1,1
82.51947746784288,1,0
10.067772258908121,0,0
173.42486771449285,1,1
103.01860110964105,0,0
72.09880819280818,0,0
2.9314958640097757,1,0
143.8399992831478,0,0
143.25975621862403,0,0
19.562085888156616,0,0
97.9938663067195,0,0
56.247880171201814,1,0
17.972993210117238,0,0
45.38130950562095,0,0
43.13352297754284,0,0
8.676890461093194,1,0
140.38311853101277,0,0
37.82382010347442,0,0
0.539453439811723,1,0
66.49890059942254,0,0
23.03187188335221,0,0
172.51176045664477,0,0
57.77333264637059,1,0
16.55102255187785,0,0
21.904488371795992,1,0
170.32857608845256,1,1
41.240838190982686,1,0
103.49934450870421,0,0
15.593505876418703,0,0
27.636404004273686,1,0
91.4852198114155,1,1
0.8796641767669371,0,0
114.39395978222933,0,0
101.09262448337051,1,0
22.030354364670757,1,1
63.689984511593025,1,1
10.334417431895986,0,0
47.50251321412884,0,0
13.343257651722979,0,0
4.733145791406855,0,0
1.025331286995538,0,0
30.553716929807365,0,0
33.56782434576746,1,0
135.28908405999675,1,0
133.86080585379568,0,0
54.508657047417614,0,0
110.53398808305894,0,0
64.89390349573455,0,0
101.26787875808691,0,0
98.63678245297979,0,0
62.41950382164873,1,1
37.05532349403825,0,0
165.45166694414695,1,0
25.863095722378034,0,0
31.964788263936953,0,0
69.08963131549365,0,0
46.08731421960226,1,1
41.38339607734213,0,0
12.208768264041964,1,0
80.32198761304824,1,1
87.43917397300049,0,0
9.373551866442767,0,0
13.289974240337528,0,0
80.37900074197125,1,1
37.66966321572909,0,0
5.093468157310895,1,1
229.4079757930707,0,0
67.88512392034863,0,0
11.54657320416618,1,1
94.29117076186878,1,1
22.561925638436378,0,0
16.472074288440695,1,0
15.10579386258803,1,1
56.45364505377563,0,0
121.72484113168093,1,0
39.97925058367218,0,0
42.516831795597795,0,0
8.44758139104215,0,0
2.393319488768043,1,0
97.3652289016286,1,1
3.364880955165063,1,1
25.07500643888966,1,0
142.01073489208375,0,0
47.77967958878446,0,0
76.09841042119137,1,0
1.1888865793096102,0,0
1.1836766038230735,0,0
14.101247234720063,0,0
51.141566004171295,1,1
104.39215851948757,0,0
79.2768902487021,1,0
44.254520975045466,1,1
16.235158492816254,0,0
14.27299719274663,1,0
50.116077507385285,0,0
0.4590393268548496,1,0
77.09944773232462,1,1
46.864339330324356,1,1
35.476460446253895,0,0
230.42363734955416,0,0
28.17857844581465,1,0
60.85828554878401,0,0
32.991548896873155,0,0
9.116233247048967,1,1
20.640726374146084,0,0
71.91826639508974,0,0
85.38882120440496,1,1
177.48707628034595,0,0
175.21040462431574,1,1
13.652187415037474,1,0
65.19251627001586,0,0
54.17365084011715,0,0
20.565825496654497,1,0
192.91797593454282,0,0
85.21768384021254,0,0
150.93169480720303,1,0
43.23863612576224,0,0
35.89596524269325,0,0
109.57690840837984,0,0
146.33849584816176,1,1
173.22939586480913,1,1
19.36519785759083,1,0
143.5335915023012,0,0
20.94259974775298,1,1
27.5077112278027,1,1
123.85759003415387,1,0
28.71117427934223,1,1
28.82611328972814,1,0
62.43453559263969,0,0
64.5076544358559,1,1
39.19451063917131,1,0
25.048506535401884,0,0
90.89420961008466,0,0
107.44292787854783,1,1
158.87245869995138,0,0
84.21521200334246,0,0
41.78111140840804,0,0
11.59803696044105,1,1
19.76675766073288,1,1
104.91167510616287,0,0
43.30966478586413,1,1
112.40114317201801,0,0
149.247542775287,0,0
45.122600589369654,0,0
113.14838005562194,0,0
29.785100946556668,1,1
2.55409952109585,0,0
66.0397899717425,0,0
13.29342217816395,1,0
143.67520833775075,0,0
7.686471400091818,0,0
173.76845362787117,1,0
41.62377658286323,1,0
111.7371228617767,0,0
25.887687323023442,1,0
32.446894861128044,0,0
11.221172738908422,0,0
57.05490611274843,0,0
134.64200921982342,1,1
5.890717954433967,1,1
22.524911449039678,0,0
23.9030122291241,0,0
46.29268973727687,1,1
63.381261053888466,1,1
25.903234707723527,0,0
42.84143595066291,1,1
32.99833794892015,1,1
63.460501792743116,1,1
13.256545825452463,1,1
11.633022394201134,0,0
51.95071236961962,0,0
75.16082986781169,1,1
86.28089047572814,0,0
18.361800690165296,0,0
95.45716314764593,0,0
100.85622021498386,0,0
87.67555903996492,0,0
136.4596153608294,0,0
72.28954526160146,0,0
110.46192604047758,1,0
54.18658856992727,1,0
101.34844293235028,1,0
39.567006246970664,0,0
12.928993959153445,0,0
10.47676571923796,0,0
39.61687155142738,0,0
55.508764684862626,0,0
32.419107012077006,1,1
32.3831553542791,0,0
65.30009434549356,1,0
131.16200661634286,0,0
22.11279421171389,1,0
9.16499454717507,1,0
130.9649092033743,0,0
66.0290718657792,0,0
5.664169300855065,1,1
35.91232730356626,0,0
64.0363411964072,1,0
26.62176668802374,1,0
106.06054856513515,0,0
5.677308976469817,1,1
37.001125688603,1,1
20.18321644681464,0,0
57.15943244352866,0,0
13.59120601260122,1,1
129.62134459355798,1,1
55.34132266111328,0,0
148.64538678714757,1,0
75.08236736368804,1,1
55.50463853087956,1,1
85.80611877598744,1,0
148.56271779894598,1,1
7.358325046661207,1,1
95.56592100434546,1,0
64.90968079334039,0,0
36.693785112591286,1,1
3.943880902553701,1,0
10.898196762572297,0,0
105.61800814455626,0,0
53.25956100824135,0,0
99.15446690791237,1,0
154.5157321040267,0,0
54.54475897161217,0,0
47.361225937669474,0,0
24.92826693174402,1,0
2.0501963913859527,1,0
26.06690882735768,0,0
95.1441045667201,0,0
179.24048817151981,1,1
39.95911937440371,1,0
161.50236527968582,1,0
54.502782249636994,1,1
62.66188452636993,1,1
30.23465893033267,1,0
219.2811998424553,1,1
36.52017822924779,1,1
37.42712962882797,0,0
129.28208306014074,0,0
23.961813577749695,1,0
16.51180230525449,1,1
140.25873401734054,1,1
111.68515494064945,0,0
89.30241749297261,0,0
76.47091342805356,1,1
47.11785691688124,1,1
17.228655788172773,1,0
