sales,email,rfm
740,1,0.5841967506629757
580,1,0.03806887603216573
600,1,0.31638079973245253
770,0,0.3627868321440738
660,0,0.21313914390423672
710,1,0.37759998146351137
790,1,0.3787925761417407
690,0,0.12799569462396612
820,0,0.3096958774753416
590,0,0.25438220296045466
670,0,0.29494895782563946
540,0,0.07041981904354341
620,1,0.3808486963241704
720,1,0.24529945173269052
890,1,0.29410494603567233
660,0,0.3341992768506838
620,1,0.15934781539199716
680,1,0.18115849341176835
630,1,0.250323051089903
540,1,0.14409332694405266
820,1,0.43442638905844727
610,0,0.3169131638744951
740,1,0.4196073091163181
700,1,0.05859708792389719
630,1,0.21354885333424362
660,1,0.2039723352702563
620,1,0.09287013428149134
740,1,0.34116708533679985
690,1,0.0991934887180141
700,0,0.1658869458902667
560,0,0.12815228130900858
530,1,0.25396358504382394
630,1,0.33314759973211866
830,1,0.4461793866829162
800,1,0.24110257982311561
600,0,0.1918905999088435
700,1,0.28728468493538295
650,1,0.26915721356370864
580,1,0.16794296708890916
820,0,0.5718994528235672
800,0,0.45423173512183457
510,1,0.14871093064752128
800,0,0.4758561014436247
800,0,0.46359472487752024
510,0,0.18735235156991842
880,1,0.4719231261125322
690,1,0.2748491814914546
500,0,0.13545520218556442
560,1,0.20314299688461782
660,1,0.052785236315039785
560,1,0.18075942843959256
570,0,0.1830574657570254
510,1,0.18090319535506777
1030,1,0.7968241329881735
500,1,0.16427516119026345
610,0,0.17329579755665062
760,1,0.49238794223683086
600,1,0.25491676692295534
570,1,0.21783580940981462
370,0,0.10276647424860434
700,1,0.3122270818802806
540,1,0.1083708782335504
800,0,0.3022422646409174
530,0,0.26836224795562247
600,1,0.1437368498073145
720,0,0.34911065544654424
710,0,0.4670724916377672
820,0,0.3671591862312592
770,1,0.4122778554607383
910,1,0.4275978687357726
740,0,0.34053943648944535
660,1,0.11952553187795836
730,1,0.49964599526191655
590,0,0.04870710517763832
560,1,0.07370540022731564
600,1,0.23864807904203522
660,1,0.22111392126236562
640,0,0.27299121595218206
780,1,0.21515198913945047
880,1,0.5189839982259815
660,0,0.15680019873771214
720,0,0.3244217196242193
700,0,0.2504268251935391
730,1,0.2899800690388746
710,0,0.22177509554701366
630,1,0.2543671382299184
830,0,0.46944476972362287
620,1,0.1651012664579689
720,0,0.5212262372086529
810,0,0.5166183963268127
720,0,0.4386671980031775
680,0,0.2666445609598915
710,1,0.37579684985163836
580,0,0.22558651873321858
570,1,0.17053999598344122
740,0,0.3866603421844764
480,1,0.08804463219967539
700,1,0.14175955135538756
560,0,0.2588077572409899
720,0,0.35242146982351774
650,1,0.2522715538540782
660,0,0.2731892678430648
490,1,0.13289903632516703
650,1,0.14265386173919098
540,1,0.29699290471026446
490,0,0.29903801874143526
570,0,0.11524833176482716
570,0,0.219024053871243
930,0,0.5412683754814724
830,0,0.6043242793291012
640,1,0.244462857084465
580,0,0.1855328316751929
620,1,0.2298385930143639
560,0,0.10412544294222663
610,0,0.23176596242819353
510,0,0.08810447873004106
450,0,0.10752878910401495
600,0,0.2609001625319533
860,1,0.38314358893400435
860,0,0.4258427614764354
770,1,0.3612590758139581
680,0,0.26024872260194487
700,1,0.31411849640264794
760,1,0.2805735497326464
810,1,0.6042992221432258
680,1,0.41538935563920604
520,1,0.14605916507424607
520,0,0.4178425970949195
910,1,0.5522552784469035
660,0,0.17933786823875306
590,1,0.2349161706626233
790,0,0.6027773264883431
740,1,0.2767350473910103
730,1,0.19598280650824917
720,0,0.3608428621378771
670,1,0.21120290287531168
650,1,0.1378330823579482
710,1,0.4558486237631712
590,1,0.31018488503768865
670,1,0.25330696737520225
700,1,0.21866859417180023
640,0,0.3631017014418015
650,1,0.2872783842418354
670,0,0.34811195214098845
640,0,0.26146751423006315
630,1,0.2428074553182619
760,1,0.3326888696591866
630,0,0.24307425092067292
700,1,0.2522024549829739
660,0,0.1696696404081452
590,1,0.25728002476892203
620,1,0.14990561057335616
600,0,0.06069471877801514
560,1,0.26276510221239696
950,1,0.5520939251136792
570,0,0.14506383337174653
570,0,0.01566408392866146
750,1,0.22314223000996328
690,1,0.40113560976345786
790,0,0.48619521069365657
590,1,0.23253008988274004
650,0,0.22402559049870022
640,1,0.2768467694779527
670,0,0.21041969014827094
530,0,0.243707302260296
880,0,0.4909094717535314
640,0,0.14871042830005685
740,0,0.4149928698575606
650,1,0.14634459524893817
660,1,0.33554513210385883
630,0,0.18335952824444363
690,1,0.36333938832802837
670,1,0.2207179975004157
600,1,0.13397717733264292
820,1,0.27091162622851617
560,1,0.35180423094733987
610,0,0.21631555025434643
550,1,0.15792268881967436
800,1,0.43943128885730964
680,0,0.5125951678984785
780,0,0.34433648357513164
620,1,0.15268943488778958
530,1,0.10005232354022583
830,1,0.3186539476294646
590,0,0.20901840730897592
720,0,0.2847924344869674
750,1,0.3049857050884182
510,0,0.06914818232742848
570,1,0.14423167865200423
560,0,0.23536890396100382
720,0,0.24554471029574165
710,0,0.30628063208507345
580,0,0.1245140255275438
860,1,0.36233312744358565
640,0,0.2137408355750832
690,1,0.2115079444466761
630,0,0.16303447839344304
590,0,0.07587760076557995
600,1,0.20938499098590027
890,0,0.4803063943508737
770,0,0.43030351830658287
800,1,0.19906892687496705
530,0,0.1751592987323657
750,0,0.21613078087071366
650,0,0.28004789214207915
610,0,0.27889391876327413
640,1,0.21720765772699016
600,1,0.3181980501574871
590,1,0.14829672213191702
900,0,0.33925344324725565
540,1,0.09723424473535691
570,0,0.11653160776514597
650,0,0.24456478164716383
550,0,0.23295622335555988
590,1,0.4249834073350115
770,0,0.34475747726532346
790,1,0.23600899315363036
550,0,0.21827368532578387
670,1,0.09548429824288529
820,0,0.4973741495263119
600,0,0.12891180134073135
850,1,0.17283913754892993
730,0,0.2597120832603949
550,0,0.15180922995121868
890,1,0.6604176443369341
610,0,0.2792679899089584
560,1,0.2287007777695839
690,1,0.32181033997834446
560,1,0.19862081444667362
640,1,0.19357312187716477
540,0,0.11564858245487003
650,1,0.22508704562128795
520,1,0.11733520101267678
630,1,0.4501005875251632
710,0,0.2740212120697576
870,1,0.48723278635036765
450,0,0.09103148313330667
550,0,0.13532274534034408
750,0,0.2076251924481234
510,1,0.06089170445816149
830,1,0.4309236231307594
670,1,0.1741747196351437
700,0,0.4888911364832803
530,1,0.15471155737913517
570,1,0.22663972737578755
590,0,0.08454007859930626
720,1,0.2753167048817069
670,1,0.450580186341001
530,0,0.1103749331065885
760,1,0.4503780932221484
510,1,0.19471522370824773
500,1,0.18814583215008257
690,1,0.16284496849703545
730,0,0.2690372826816184
370,0,0.09871137119721954
780,1,0.4957156557028838
540,1,0.12089204752279173
840,1,0.38961768548451875
640,0,0.30900926698719416
700,0,0.27318318160083377
670,1,0.29060646398314566
650,1,0.22982336127749262
860,1,0.3916253814209968
660,1,0.1568882378623357
750,0,0.45402083350326766
660,1,0.23522123321822522
580,1,0.22114957223483186
580,0,0.18172242275424752
670,1,0.25969048711814374
830,0,0.4459791685897337
750,1,0.2814973086742589
590,1,0.23663692612864565
810,0,0.6134332708850232
590,1,0.23145295107594266
700,0,0.5493310888866136
750,0,0.3132507190147598
640,0,0.20064209398981017
580,0,0.19092305017106453
670,0,0.3999975551248567
540,0,0.2235695081268518
680,0,0.35473948061061045
630,0,0.09979023648622778
610,0,0.44012566270000675
580,0,0.15158735281729527
680,1,0.36420861644789465
730,0,0.4057320776765533
680,0,0.28100486473967795
630,1,0.20739280546455932
650,0,0.21684404123209944
750,0,0.36485725658176427
650,1,0.16389273574245097
700,0,0.31185686055595496
610,1,0.18966026975209385
620,1,0.29907199124601197
630,0,0.29132197415844435
540,0,0.09590343686141058
580,0,0.06122046041397828
810,0,0.41191157694993513
680,1,0.29283685229388695
990,0,0.5231038503925637
600,0,0.19619589748226676
580,0,0.11361079097370337
490,0,0.09277892843479754
640,0,0.31555468961180316
600,0,0.2532142238231012
600,0,0.24377382202220416
640,1,0.2069613223667361
520,0,0.2594847003397002
670,0,0.2247404196351782
720,1,0.2436820235741353
510,1,0.16431060958621427
530,0,0.06543346912089215
630,0,0.20854644060131314
690,0,0.28003337479107265
600,1,0.24873232388249772
500,0,0.3228615434604368
630,0,0.40355724852364355
450,1,0.06978576211431463
570,1,0.29222166520982484
640,1,0.18666803571085788
820,1,0.3749512384880082
650,1,0.2504507171306681
660,0,0.22986866798148622
810,0,0.2314951047220207
550,0,0.09075257320042522
510,1,0.19546754329979318
730,0,0.4450247797102721
630,0,0.11445289691231798
750,1,0.29910527620502775
610,0,0.2443066793209405
640,1,0.2928718281920446
540,0,0.11480007556468401
770,1,0.2959415190394431
610,0,0.33100790968810306
680,0,0.18658768608928128
830,1,0.38746471274347327
670,0,0.1939146533296032
680,0,0.4730410442876282
620,0,0.17345626947056367
720,0,0.19115402977380783
750,1,0.3283904381065994
780,1,0.40334855404561754
630,1,0.15122278525386043
570,0,0.5048853597549744
600,0,0.4658247425751772
570,0,0.07376468476509719
630,1,0.288864048934154
700,1,0.19734645498506992
740,1,0.3895805669709952
640,0,0.2202357715881719
770,0,0.4662206991419429
540,1,0.06516522481985927
700,0,0.2877492957459974
730,1,0.2918640807885519
700,1,0.25952985901535147
630,0,0.28385297776320795
630,1,0.34873761697477235
680,1,0.28537189604216373
980,0,0.599553088629214
690,1,0.33311756895660766
690,1,0.5014676542746351
590,1,0.0629692586023397
480,1,0.19418011060397514
760,1,0.16863581689035373
590,1,0.19550296200874126
710,0,0.19894515075334784
850,0,0.4396159064983358
490,0,0.16045912204113813
670,0,0.3708450504761074
740,0,0.2940976292061775
710,0,0.4314683937288015
500,0,0.16777042159298697
590,1,0.2656916697151612
630,0,0.28230500553313237
640,1,0.16195462654704448
420,1,0.06702435387274755
730,0,0.4130699572897391
720,1,0.3302352928352323
860,0,0.38078634521389676
620,1,0.1632604535266457
530,0,0.24795252467276546
660,0,0.1959455890922726
750,0,0.2736666367447706
610,1,0.11505048283001967
740,0,0.1753629033669957
500,1,0.04297901437608402
690,1,0.24152673687356185
600,0,0.13704027197203747
680,1,0.27917996076133667
790,0,0.3842074325725196
770,0,0.34780030123969374
680,0,0.3468580807779815
630,1,0.23375629783925744
520,1,0.18727750450885436
590,1,0.14338907782156513
660,1,0.3931398637297364
770,1,0.4628251068185965
770,1,0.24504274239112497
670,0,0.18788546827070235
600,0,0.20768869289274114
750,1,0.29935699813013456
710,0,0.23377452620116235
890,1,0.5069257970665368
530,1,0.14524828839848736
570,1,0.3332914076400579
580,0,0.20321236765613343
730,0,0.28371474206501407
540,1,0.15036874530281666
640,0,0.2531108756398422
790,1,0.25626962939323156
600,0,0.3009157311531359
630,0,0.2900342531055843
650,0,0.2420861145614041
620,1,0.1323650960066151
550,1,0.22679642811856562
850,0,0.2731748705956401
700,0,0.11813074894691052
560,1,0.2765398232210268
540,0,0.1776707425736104
790,0,0.34946678506912626
790,0,0.537624110725318
720,0,0.39520330724840125
540,1,0.3278085319148403
590,0,0.26702712773952614
590,0,0.15560800384445284
550,0,0.08686014172074301
730,1,0.24360129254913004
680,0,0.21959170108380932
610,1,0.4190082262145591
730,1,0.33612075630894883
540,1,0.18178776341347466
590,0,0.1491878448094126
530,1,0.3287852673806038
750,0,0.2346250585582771
680,0,0.16314674314252856
570,1,0.0911917430359308
780,0,0.21458789528488678
790,0,0.23408095923894512
530,0,0.056320016028686755
840,0,0.40672001042907274
670,1,0.16583932942901497
710,0,0.3813174657551948
680,0,0.2120271559722724
630,0,0.1248117984192917
660,1,0.26596215816382063
850,0,0.3480973260731957
580,0,0.0429813139936718
710,1,0.33973789690471806
650,0,0.118495244692199
740,0,0.4446863476080301
790,0,0.18079689004811123
710,1,0.4451177130422992
740,0,0.37314435763813736
640,1,0.2536207736342294
430,1,0.1413919425686365
670,1,0.1932468607411455
540,0,0.22818262055281144
800,0,0.48332870121743
640,1,0.1633121127341067
520,1,0.1620282225517241
710,0,0.3472527208142882
660,0,0.04919348743293292
490,1,0.12451772862190812
690,1,0.2643852957355901
530,1,0.12942226005346597
620,0,0.16640505200201614
480,0,0.015872906264134855
720,0,0.3426533208013341
710,0,0.3400661760520262
740,0,0.40506270869469485
780,0,0.4200500458926467
670,1,0.20694555325444824
480,1,0.16852519810256752
840,0,0.3416413529633984
690,0,0.4111317159261698
780,0,0.2754238722504222
760,0,0.3218092566060804
570,0,0.2786825866153891
550,0,0.23744311044150795
830,1,0.4449802025745373
620,0,0.2528279189211502
580,1,0.4049826280726079
640,0,0.17464386279706548
640,0,0.2798488056794847
750,0,0.29612927645379
510,1,0.060396826704473626
590,0,0.2061567836627247
700,1,0.3006782934208407
740,1,0.24951922655486505
500,0,0.1259521117372394
620,0,0.20212804605869186
910,0,0.6858748380383407
760,1,0.2857208704193023
690,0,0.2444056766638359
650,1,0.2225234514763562
340,0,0.09280964114380594
570,0,0.2181881145331024
720,1,0.3796425529859003
540,1,0.20294954086709474
690,0,0.2713059149008453
660,1,0.27981941744458083
750,1,0.3854347756841094
650,0,0.13694862689326037
790,1,0.2652448155277781
700,0,0.25824498086578485
620,0,0.2629174526570398
